user,item,timestamp,state_label,req_count,cpu_src,mem_src,cpu_tgt,mem_tgt,pod_src_count,pod_tgt_count
checkoutservice,currencyservice,1766193098,0,5.157,0.0249,49639424.0,0.0996,135368704.0,1,2
checkoutservice,paymentservice,1766193098,0,2.1612,0.0249,49639424.0,0.0095,62820352.0,1,1
checkoutservice,shippingservice,1766193098,0,4.3006,0.0249,49639424.0,0.0167,49950720.0,1,1
checkoutservice,emailservice,1766193098,0,2.1298,0.0249,49639424.0,0.0101,91586560.0,1,1
recommendationservice,productcatalogservice,1766193098,0,12.8967,0.0418,88358912.0,0.1032,96628736.0,1,2
frontend,cartservice,1766193116,0,20.5049,0.2102,198479872.0,0.0485,87470080.0,4,1
frontend,productcatalogservice,1766193116,0,89.0247,0.2091,198479872.0,0.0885,98086912.0,4,2
frontend,checkoutservice,1766193116,0,1.8501,0.2088,198479872.0,0.0248,49872896.0,4,1
frontend,recommendationservice,1766193116,0,12.609,0.2086,198479872.0,0.0422,88887296.0,4,1
frontend,adservice,1766193116,0,8.9081,0.2084,198479872.0,0.0156,137863168.0,4,1
frontend,currencyservice,1766193116,0,83.5543,0.2081,198479872.0,0.0897,136962048.0,4,2
checkoutservice,cartservice,1766193116,0,3.6185,0.0248,49872896.0,0.0398,87470080.0,1,1
checkoutservice,productcatalogservice,1766193116,0,2.9853,0.0248,49872896.0,0.0893,98086912.0,1,2
checkoutservice,currencyservice,1766193116,0,4.6157,0.0248,49872896.0,0.0891,136962048.0,1,2
checkoutservice,paymentservice,1766193116,0,1.8198,0.0248,49872896.0,0.0084,63217664.0,1,1
checkoutservice,shippingservice,1766193116,0,3.5762,0.0233,49872896.0,0.0134,49954816.0,1,1
checkoutservice,emailservice,1766193116,0,1.9531,0.0233,49872896.0,0.01,91582464.0,1,1
recommendationservice,productcatalogservice,1766193116,0,12.7409,0.0267,88887296.0,0.0974,98086912.0,1,2
frontend,cartservice,1766193133,0,20.673,0.195,199229440.0,0.0341,87502848.0,4,1
frontend,productcatalogservice,1766193133,0,86.9944,0.1948,199229440.0,0.0909,97792000.0,4,2
frontend,checkoutservice,1766193133,0,1.8597,0.1946,199229440.0,0.0204,49672192.0,4,1
frontend,recommendationservice,1766193133,0,12.3692,0.1944,199229440.0,0.0378,89772032.0,4,1
frontend,adservice,1766193133,0,9.1255,0.1942,199229440.0,0.0263,145391616.0,4,1
frontend,currencyservice,1766193133,0,89.8494,0.194,199229440.0,0.1096,142180352.0,4,2
checkoutservice,cartservice,1766193133,0,3.7194,0.0204,49672192.0,0.0334,87502848.0,1,1
checkoutservice,productcatalogservice,1766193133,0,2.9193,0.0204,49672192.0,0.0909,97792000.0,1,2
checkoutservice,currencyservice,1766193133,0,4.7357,0.0204,49672192.0,0.1092,142180352.0,1,2
checkoutservice,paymentservice,1766193133,0,1.8597,0.0204,49672192.0,0.0084,63217664.0,1,1
checkoutservice,shippingservice,1766193133,0,3.7194,0.0204,49672192.0,0.0155,50040832.0,1,1
checkoutservice,emailservice,1766193133,0,1.8597,0.0204,49672192.0,0.0054,91586560.0,1,1
recommendationservice,productcatalogservice,1766193133,0,12.369,0.0378,89772032.0,0.088,97792000.0,1,2
frontend,cartservice,1766193151,0,20.2137,0.1377,199884800.0,0.0326,87511040.0,4,1
frontend,productcatalogservice,1766193151,0,83.8433,0.1375,199884800.0,0.0671,98103296.0,4,2
frontend,checkoutservice,1766193151,0,1.8658,0.1373,199884800.0,0.0197,49696768.0,4,1
frontend,recommendationservice,1766193151,0,12.1957,0.1371,199884800.0,0.0364,90529792.0,4,1
frontend,adservice,1766193151,0,9.098,0.1369,199884800.0,0.0291,138219520.0,4,1
frontend,currencyservice,1766193151,0,87.3812,0.1367,199884800.0,0.1116,143183872.0,4,2
checkoutservice,cartservice,1766193151,0,3.7502,0.0197,49696768.0,0.0318,87511040.0,1,1
